Date,Price,Open,High,Low,Vol.,Change %
2024-12-11,309.0,308.15,309.9,305.55,8.61M,0.29%
2024-12-12,309.1,308.0,313.8,307.45,12.96M,0.03%
2024-12-13,309.95,309.1,311.05,304.2,7.38M,0.27%
2024-12-16,309.2,310.0,311.4,307.1,7.22M,-0.24%
2024-12-17,308.85,311.0,312.25,307.3,10.57M,-0.11%
2024-12-18,312.6,309.0,313.25,308.55,10.97M,1.21%
2024-12-19,312.75,306.35,313.4,301.15,12.41M,0.05%
2024-12-20,305.2,315.5,320.0,304.4,22.21M,-2.41%
2024-12-23,307.9,306.6,310.65,305.0,6.69M,0.88%
2024-12-24,305.3,307.5,309.2,302.8,8.84M,-0.84%
2024-12-26,305.05,305.4,306.95,304.0,6.52M,-0.08%
2024-12-27,309.1,305.2,310.9,304.7,8.06M,1.33%
2024-12-30,303.7,309.1,309.4,302.65,13.71M,-1.75%
2024-12-31,301.85,300.95,303.0,295.25,9.34M,-0.61%
2025-01-01,300.3,300.0,303.35,298.95,7.88M,-0.51%
